name	definition	wikidata	cf_name	hydro
Thorium	Thorium is a weakly radioactive metallic chemical element with symbol Th and atomic number 90. Thorium is silvery and tarnishes black when it is exposed to air, forming thorium dioxide; it is moderately hard, malleable, and has a high melting point.			
Thorium	Thorium (Th)			
Thorium, dissolved	Dissolved thorium. For chemical terms, dissolved indicates a filtered sample.			
Thorium-228	An isotope of thorium in the thorium-232 decay series			
Thorium-230	An isotope of thorium in the thorium-232 decay series			
Thorium-232	A radioactive isotope of thorium which undergoes alpha decay			
Threshold	A level above or below which an action is performed.			
Throughfall	In Hydrology, throughfall is the process which describes how wet leaves shed excess water onto the ground surface. These drops have greater erosive power because they are heavier than rain drops. Furthermore, where there is a high canopy, falling drops may reach terminal velocity, about 8 metres (26 ft), thus maximizing the drop's erosive potential.			
THSW Index	The THSW Index uses temperature, humidity, solar radiation, and wind speed to calculate an apparent temperature.			
Thulium	Thulium is a chemical element with symbol Tm and atomic number 69. It is the thirteenth and third-last element in the lanthanide series. Like the other lanthanides, the most common oxidation state is +3, seen in its oxide, halides and other compounds; because it occurs so late in the series, however, the +2 oxidation state is also stabilized by the nearly full 4f shell that results.			
Thulium, dissolved	Dissolved Thulium (Tm). "Dissolved " indicates a the measurement was made on a filtered sample.			
THW Index	The THW Index uses temperature, humidity, and wind speed to calculate an apparent temperature.			
Tide stage	Tidal stage			
Time Stamp	The time at which a sensor produces output			
Time, elapsed	Time elapsed since an event occurred			
Tin, dissolved	Dissolved tin (Sn). "Dissolved " indicates a the measurement was made on a filtered sample.			
Tin, total	Total tin (Sn)."Total" indicates was measured on a whole water (unfiltered) sample.			
Titanium	Titanium (Ti)			
Titanium dioxide	Titanium dioxide, also known as titanium(IV) oxide or titania, is the naturally occurring oxide of titanium, chemical formula TiO  2. When used as a pigment, it is called titanium white, Pigment White 6 (PW6), or CI 77891.			
Titanium, dissolved	Dissolved Titanium			
Titanium, total	Total titanium (Ti)			
Toluene	Toluene (C6H5CH3)			
Topographic Wetness Index (TWI)	Topographic wetness index (TWI), also known as the compound topographic index (CTI), is a steady state wetness index. It is commonly used to quantify topographic control on hydrological processes.			
trans-1,2-Dichloroethene	trans-1,2-Dichloroethene (C2H2Cl2)			
trans-1,3-Dichloropropene	trans-1,3-Dichloropropene (C3H4Cl2)			
Transient species coverage	Areal coverage of transient species			
Transpiration	Transpiration			
Tributoxyethyl phosphate	Tributoxyethyl phosphate (C42H87O13P)			
Trichloroethene	Trichloroethene (C2HCl3)			
Triethylene glycol	Triethylene glycol (C6H14O4)			
Trifluralin	Trifluralin (C13H16F3N3O4)			
Triphenylene	Triphenylene (C18H12)			
Tritium (3H), Delta T of H2O	Isotope 3H of water			
TSI	Carlson Trophic State Index is a measurement of eutrophication based on Secchi depth			
Turbidity	Turbidity			
Ultraviolet Radation Index	The global solar UV index (UVI) was developed as an easy-to-understand measure of biologically effective UV radiation with a view to promote public awareness of the risks of UV radiation exposure and sun protection. In the initial work done on UVI in Canada, a typical midday summer erythemal irradiance of 250 mW.m-2 was found leading to the (arbitrary) definition of one UV index equal to an erythemally weighted irradiance of 25 mW.m-2. This gives a typical range of UVI 0 to 11+.			
Ultraviolet Radiation Dose	A measure of the ability of ultraviolet radiation, as a function of wavelength, to produce just perceptible erythema in human skin.			
Uranium	Uranium (U)			
Uranium, dissolved	Dissolved Uranium. For chemical terms, dissolved indicates a filtered sample.			
Uranium-234	An isotope of uranium in the uranium-238 decay series			
Uranium-235	An isotope of uranium that can sustain fission chain reaction			
Uranium-238	Uranium's most common isotope			
Urea	Urea ((NH2)2CO)			
Urea flux	Urea ((NH2)2CO) flux			
Vanadium, dissolved	Dissolved vanadium (V). "Dissolved" indicates the measurement was made on a filtered sample.			
Vanadium, particulate	Particulate vanadium (V) in suspension			
Vanadium, total	Total vanadium (V). "Total" indicates was measured on a whole water (unfiltered) sample.			
Vapor pressure	The pressure of a vapor in equilibrium with its non-vapor phases			
Vapor pressure deficit	The difference between the actual water vapor pressure and the saturation of water vapor pressure at a particular temperature.			
Vegetation type	Vegetation is an assemblage of plant species and the ground cover they provide.			
Velocity	The velocity of a substance, fluid or object			
Vermiculite	Vermiculite is a hydrous phyllosilicate mineral. It undergoes significant expansion when heated. Exfoliation occurs when the mineral is heated sufficiently, and the effect is routinely produced in commercial furnaces.			
Visibility	Visibility			
Voltage	Voltage or Electrical Potential			
Volume	Volume. To quantify discharge or hydrograph volume or some other volume measurement.			
Volumetric water content	Volume of liquid water relative to bulk volume. Used for example to quantify soil moisture			
Watchdog error count	A counter which counts the number of total datalogger watchdog errors			
Water column equivalent height, absolute	The absolute pressure (combined water + barometric) on a sensor expressed as the height of an equivalent column of water.			
Water column equivalent height, barometric	Barometric pressure expressed as an equivalent height of water over the sensor.			
Water Content	Quantity of water contained in a material or organism			
Water depth	Water depth is the distance between the water surface and the bottom of the water body at a specific location specified by the site location and offset.			
Water depth, averaged	Water depth averaged over a channel cross-section or water body.  Averaging method to be specified in methods.			
Water flux	Water Flux			
Water level	Water level relative to datum. The datum may be local or global such as NGVD 1929 and should be specified in the method description for associated data values.	https://www.wikidata.org/wiki/Q1929501		
Water potential	Water potential is the potential energy of water relative to pure free water (e.g. deionized water) in reference conditions. It quantifies the tendency of water to move from one area to another due to osmosis, gravity, mechanical pressure, or matrix effects including surface tension.			
Water Use	Water pumped to be used in an undefined way.			
Water Use, Agriculture	Water pumped for Agriculture			
Water Use, Commercial + Industrial + Power	Water pumped by commercial, industrial users.			
Water Use, Domestic wells	Water pumped by domestic wells; residents and landowners not using public supply. Nonagriculture wells.			
Water Use, Public Supply	Water supplied by a public utility			
Water Use, Recreation	Recreational water use, for example golf courses.			
Water vapor concentration	Water vapor concentration			
Water vapor density	Water vapor density			
Wave height	The height of a surface wave, measured as the difference in elevation between the wave crest and an adjacent trough.			
Weather conditions	Weather conditions			
Well flow rate	Flow rate from well while pumping			
Wellhead pressure	The pressure exerted by the fluid at the wellhead or casinghead after the well has been shut off for a period of time, typically 24 hours			
Wind chill	The effect of wind on the temperature felt on human skin.			
Wind direction	Wind direction			
Wind gust direction	Direction of gusts of wind			
Wind gust speed	Speed of gusts of wind			
Wind Run	The length of flow of air past a point over a time interval. Windspeed times the interval of time.			
Wind speed	Wind speed			
Wind stress	Drag or trangential force per unit area exerted on a surface by the adjacent layer of moving air			
Wrack coverage	Areal coverage of dead vegetation			
Xylenes, total	Total xylenes: C6H4(CH3)2			
Xylosidase	An enzyme with system name 4-beta-D-xylan xylohydrolase.[1][2] This enzyme catalyses the following chemical reaction: Hydrolysis of (1->4)-beta-D-xylans, to remove successive D-xylose residues from the non-reducing termini.			
Ytterbium	Ytterbium is a chemical element with symbol Yb and atomic number 70. It is the fourteenth and penultimate element in the lanthanide series, which is the basis of the relative stability of its +2 oxidation state.			
Ytterbium, dissolved	Dissolved Ytterbium (Yb). "Dissolved " indicates a the measurement was made on a filtered sample.			
Yttrium	Yttrium is a chemical element with symbol Y and atomic number 39. It is a silvery-metallic transition metal chemically similar to the lanthanides and has often been classified as a "rare-earth element".			
Yttrium, dissolved	Dissolved Yttrium (Y). "Dissolved " indicates a the measurement was made on a filtered sample.			
Zeaxanthin	The phytoplankton pigment Zeaxanthin			
Zinc	Zinc is a chemical element with symbol Zn and atomic number 30. It is the first element in group 12 of the periodic table. In some respects zinc is chemically similar to magnesium: both elements exhibit only one normal oxidation state (+2), and the Zn2+ and Mg2+ ions are of similar size. Zinc is the 24th most abundant element in Earth's crust and has five stable isotopes. The most common zinc ore is sphalerite (zinc blende), a zinc sulfide mineral. The largest workable lodes are in Australia, Asia, and the United States. Zinc is refined by froth flotation of the ore, roasting, and final extraction using electricity (electrowinning).			
Zinc, dissolved	Dissolved Zinc (Zn)			
Zinc, distribution coefficient	Ratio of concentrations of zinc in two phases in equilibrium with each other. Phases must be specified.			
Zinc, particulate	Particulate zinc (Zn) in suspension			
Zinc, total	Total zinc (Zn)."Total" indicates was measured on a whole water (unfiltered) sample.			
Zircon, dissolved	Dissolved Zircon (Zr)			
Zirconium	Zirconium is a chemical element with symbol Zr and atomic number 40. The name zirconium is taken from the name of the mineral zircon, the most important source of zirconium.			
Zirconium, dissolved	Dissolved Zirconium			
Zirconium-95	A radioactive isotope of zirconium with a half-life of 63 days			
Zooplankton	Zooplanktonic organisms, non-specific			
